"center_code_anon","assessment_year_be","assessment_year_ce","source_file","source_row","source_sheet","record_key","ministry","sub_agency_1","sub_agency_2","sub_agency_3","province","district","subdistrict","user_code","center_name","center_name_raw","opening_date_raw","opening_date_iso","opening_date_status","improvement_items_raw","improvement_items_mapped","improvement_item_count_raw","improvement_item_count_mapped","unknown_improvement_code_count","unknown_improvement_codes","has_unknown_improvement_code","indicator_1_1_1","indicator_1_1_2","indicator_1_1_3","indicator_1_2_1","indicator_1_2_2","indicator_1_2_3","indicator_1_2_4","indicator_1_3_1","indicator_1_3_2","indicator_1_3_3","indicator_1_3_4","indicator_1_3_5","indicator_1_3_6","indicator_1_3_7","indicator_1_3_8","indicator_1_4_1","indicator_1_4_2","indicator_1_4_3","indicator_1_4_4","indicator_1_4_5","indicator_1_4_6","indicator_1_4_7","indicator_1_5_1","indicator_1_5_2","indicator_1_5_3","indicator_1_5_4","indicator_2_1_1","indicator_2_1_2","indicator_2_1_3","indicator_2_1_4","indicator_2_1_5","indicator_2_2_1","indicator_2_2_2","indicator_2_2_3","indicator_2_2_4","indicator_2_2_5","indicator_2_3_1","indicator_2_3_2","indicator_2_3_3","indicator_2_3_4","indicator_2_3_5","indicator_2_4_1","indicator_2_4_2","indicator_2_4_3","indicator_2_5_1","indicator_2_5_2","indicator_3_1_1ก","indicator_3_2_1ก","indicator_3_2_2ก","indicator_3_2_3ก","indicator_3_2_4ก","indicator_3_2_5ก","indicator_3_2_6ก","indicator_3_1_1ข","indicator_3_1_2ข","indicator_3_1_3ข","indicator_3_2_1ข","indicator_3_3_1ข","indicator_3_3_2ข","indicator_3_4_1ข","indicator_3_4_2ข","indicator_3_4_3ข","indicator_3_5_1ข","indicator_3_5_2ข","indicator_3_5_3ข","indicator_3_5_4ข","indicator_3_5_5ข","indicator_3_6_1ข","indicator_3_6_2ข","indicator_3_6_3ข","indicator_3_6_4ข","indicator_3_7_1ข","indicator_3_7_2ข","indicator_3_7_3ข","indicator_3_7_4ข","ImproveScore","Quality_level","target_label"
"SCH_G3_0075","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","70","Sheet1","2566|7250093302","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250093302","รร.ตชด.อาโอยาม่า","รร.ตชด.อาโอยาม่า","10/01/2510","1967-01-10","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0076","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","71","Sheet1","2566|7250103301","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250103301","รร.ตชด.เฮียงไทยธำรงค์","รร.ตชด.เฮียงไทยธำรงค์","11/01/2505","1962-01-11","parsed","1.2.3","1.2.3","1","1","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","B","ผ่าน"
"SCH_G3_0077","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","72","Sheet1","2566|7250103307","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250103307","รร.ตชด.ทุติยะโพธิ์อนุสรณ์","รร.ตชด.ทุติยะโพธิ์อนุสรณ์","14/06/2514","1971-06-14","parsed","1.2.2,1.2.4","1.2.2,1.2.4","2","2","0","","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","B","ผ่าน"
"SCH_G3_0078","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","73","Sheet1","2566|7250113304","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250113304","รร.ตชด.เจ้าพ่อหลวงอุปถัมภ์ 2","รร.ตชด.เจ้าพ่อหลวงอุปถัมภ์ 2","01/12/2508","1965-12-01","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0079","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","74","Sheet1","2566|7250183318","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250183318","รร.ตชด.รางวัลอินทิรา  คานธี","รร.ตชด.รางวัลอินทิรา  คานธี","20/04/2555","2012-04-20","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0080","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","75","Sheet1","2566|7250183319","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250183319","รร.ตชด.ท่านผู้หญิงประไพ ศิวะโกเศศ","รร.ตชด.ท่านผู้หญิงประไพ ศิวะโกเศศ","01/12/2550","2007-12-01","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0081","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","76","Sheet1","2566|7250183326","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250183326","รร.ตชด.บางกอก เชฟ แชร์ริตี้","รร.ตชด.บางกอก เชฟ แชร์ริตี้","18/05/2558","2015-05-18","parsed","1.2.3,3.1.1ข","1.2.3,3.1.1ข","2","2","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","B","ผ่าน"
"SCH_G3_0084","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","77","Sheet1","2566|7250283334","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 33","","","","7250283334","ศกร.ตชด.บ้านนามะอื้น","ศกร.ตชด.บ้านนามะอื้น","16/05/2562","2019-05-16","parsed","3.2.1ข,3.3.1ข,3.3.2ข,3.4.1ข,3.4.2ข,3.4.3ข,3.5.1ข,3.5.2ข,3.5.3ข,3.5.4ข,3.5.5ข,3.6.1ข,3.6.3ข,3.6.4ข,3.7.1ข,3.7.2ข,3.7.3ข,3.7.4ข","3.2.1ข,3.3.1ข,3.3.2ข,3.4.1ข,3.4.2ข,3.4.3ข,3.5.1ข,3.5.2ข,3.5.3ข,3.5.4ข,3.5.5ข,3.6.1ข,3.6.3ข,3.6.4ข,3.7.1ข,3.7.2ข,3.7.3ข,3.7.4ข","18","18","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","18","D","ไม่ผ่าน"
"SCH_G3_0085","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","78","Sheet1","2566|7253063101","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 31","","","","7253063101","รร.ตชด.บุญธรรม-บุญพรั้ง","รร.ตชด.บุญธรรม-บุญพรั้ง","01/05/2501","1958-05-01","parsed","1.2.3","1.2.3","1","1","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","B","ผ่าน"
"SCH_G3_0086","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","79","Sheet1","2566|7253063105","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 31","","","","7253063105","รร.ตชด.ยอดโพธิ์ทอง 1","รร.ตชด.ยอดโพธิ์ทอง 1","01/08/2529","1986-08-01","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0087","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","80","Sheet1","2566|7255013224","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7255013224","ศกร.ตชด.บ้านห้วยลู่","ศกร.ตชด.บ้านห้วยลู่","24/01/2563","2020-01-24","parsed","1.2.3,3.1.3ข,3.5.2ข","1.2.3,3.1.3ข,3.5.2ข","3","3","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","B","ผ่าน"
"SCH_G3_0088","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","81","Sheet1","2566|7255023216","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7255023216","รร.ตชด.พีระยานุเคราะห์ฯ 3","รร.ตชด.พีระยานุเคราะห์ฯ 3","26/01/2538","1995-01-26","parsed","1.2.3,3.1.3ข","1.2.3,3.1.3ข","2","2","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","B","ผ่าน"
"SCH_G3_0089","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","82","Sheet1","2566|7255123217","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7255123217","รร.ตชด.เฉลิมฉลอง 100 ปีฯ","รร.ตชด.เฉลิมฉลอง 100 ปีฯ","","","missing","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0091","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","83","Sheet1","2566|7256063211","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7256063211","รร.ตชด.เบ็ตตี้ดูเมน","รร.ตชด.เบ็ตตี้ดูเมน","12/01/2528","1985-01-12","parsed","1.2.3","1.2.3","1","1","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","B","ผ่าน"
"SCH_G3_0092","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","84","Sheet1","2566|7256113223","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7256113223","ศกร.ตชด.อินทรีอาสา (บ้านห้วยปุ้ม)","ศกร.ตชด.อินทรีอาสา (บ้านห้วยปุ้ม)","10/02/2561","2018-02-10","parsed","1.2.2,1.2.3,1.3.3,1.5.1,1.5.4,3.5.2ข,3.6.2ข","1.2.2,1.2.3,1.3.3,1.5.1,1.5.4,3.5.2ข,3.6.2ข","7","7","0","","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","7","B","ผ่าน"
"SCH_G3_0093","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","85","Sheet1","2566|7257013213","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257013213","รร.ตชด.เทคนิคดุสิต","รร.ตชด.เทคนิคดุสิต","14/06/2564","2021-06-14","parsed","1.2.2,1.2.3,1.3.3,1.3.5,1.3.8,1.5.3","1.2.2,1.2.3,1.3.3,1.3.5,1.3.8,1.5.3","6","6","0","","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","B","ผ่าน"
"SCH_G3_0094","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","86","Sheet1","2566|7257013222","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257013222","ศกร.ตชด.บ้านจะนู (จิราธิวัฒน์อุปถัมภ์)","ศกร.ตชด.บ้านจะนู (จิราธิวัฒน์อุปถัมภ์)","17/02/2568","2025-02-17","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0095","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","87","Sheet1","2566|7257033203","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257033203","รร.ตชด.อาชีวศึกษา เชียงราย-พะเยา","รร.ตชด.อาชีวศึกษา เชียงราย-พะเยา","08/05/2508","1965-05-08","parsed","1.2.3,1.3.5,1.4.4,3.6.1ข","1.2.3,1.3.5,1.4.4,3.6.1ข","4","4","0","","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","B","ผ่าน"
"SCH_G3_0096","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","88","Sheet1","2566|7257103201","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257103201","รร.ตชด.บ้านดอยล้าน *","รร.ตชด.บ้านดอยล้าน *","01/10/2503","1960-10-01","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0097","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","89","Sheet1","2566|7257103221","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257103221","ศกร.ตชด.อินทรีอาสา (บ้านห้วยน้ำกืน)","ศกร.ตชด.อินทรีอาสา (บ้านห้วยน้ำกืน)","16/05/2567","2024-05-16","parsed","1.2.3,2.2.1,2.3.5","1.2.3,2.2.1,2.3.5","3","3","0","","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","B","ผ่าน"
"SCH_G3_0098","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","90","Sheet1","2566|7257133206","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257133206","รร.ตชด.ชนัตถ์ปิยะอุย","รร.ตชด.ชนัตถ์ปิยะอุย","09/01/2517","1974-01-09","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0099","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","91","Sheet1","2566|7257133219","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257133219","ศกร.ตชด.บ้านฟ้าไทยงาม","ศกร.ตชด.บ้านฟ้าไทยงาม","16/05/2557","2014-05-16","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0100","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","92","Sheet1","2566|7257133220","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257133220","ศกร.ตชด.บ้านห้วยกุ๊ก","ศกร.ตชด.บ้านห้วยกุ๊ก","28/07/2564","2021-07-28","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
"SCH_G3_0101","2566","2023","10. 2566 REP004-IMPROVEMENT 12 - ตารางสรุปรายงานมาตรฐานแต่ละด้าน พร้อมจำนวนข้อที่ต้องปรับปรุง และจำนวนเด็กที่ผ่านเกณฑ์.xls","93","Sheet1","2566|7257153208","สำนักงานตำรวจแห่งชาติ","กองบัญชาการตำรวจตระเวนชายแดน","กองบังคับการตำรวจตระเวนชายแดนภาค 3","กองกำกับการตำรวจตระเวนชายแดนที่ 32","","","","7257153208","รร.ตชด.เจ้าพ่อหลวงอุปถัมภ์ 4 *","รร.ตชด.เจ้าพ่อหลวงอุปถัมภ์ 4 *","01/01/2508","1965-01-01","parsed","","","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","A","ผ่าน"
